outlier	filename	TBM_AREA	TE+LUMEN_AREA	TUBULE_AREA	LUMEN_AREA	TE_AREA	NUCLEI_AREA	TUBULE_DIAMETER	LUMEN_DIAMETER	TE+LUMEN_DIAMETER	TBM_THICK_MAX	TBM_THICK_MIN	TBM_THICK_AVE	TBM_THICK_STD	TE_THICK_MAX	TE_THICK_MIN	TE_THICK_AVE	TE_THICK_STD	TUBULE_THICK_MAX	TUBULE_THICK_MIN	TUBULE_THICK_AVE	TUBULE_THICK_STD	LUMEN_THICK_MAX	LUMEN_THICK_MIN	LUMEN_THICK_AVE	LUMEN_THICK_STD	TE+LUMEN_THICK_MAX	TE+LUMEN_THICK_MIN	TE+LUMEN_THICK_AVE	TE+LUMEN_THICK_STD	LUMEN_SMOOTH_10	LUMEN_SMOOTH_15	LUMEN_SMOOTH_20	LUMEN_SMOOTH_30	TBM_SMOOTH_10	TBM_SMOOTH_15	TBM_SMOOTH_20	TBM_SMOOTH_30	TE+LUMEN_SMOOTH_10	TE+LUMEN_SMOOTH_15	TE+LUMEN_SMOOTH_20	TE+LUMEN_SMOOTH_30	TE+LUMEN_TBM_AREA_RATIO	TE_TBM_AREA_RATIO	LUMEN_TBM_AREA_RATIO	TBM_TUBULE_AREA_RATIO	TE+LUMEN_TUBULE_AREA_RATIO	LUMEN_TE+LUMEN_AREA_RATIO	TE_TE+LUMEN_AREA_RATIO	LUMEN_TUBULE_AREA_RATIO	TE_TUBULE_AREA_RATIO	LUMEN_TE_AREA_RATIO	LUMEN_DIAMETER_TBM_THICK_RATIO	TBM_THICK_TUBULE_DIAMETER_RATIO	TE+LUMEN_DIAMETER_TBM_THICK_RATIO	TE_TBM_THICK_RATIO	LUMEN_DIAMETER_TUBULE_DIAMETER_RATIO	LUMEN_DIAMETER_TE+LUMEN_DIAMETER_RATIO	LUMEN_DIAMETER_TE_THICK_RATIO	TE+LUMEN_DIAMETER_TUBULE_DIAMETER_RATIO	TE_THICK_TUBULE_DIAMETER_RATIO	TE_TE+LUMEN_DIAMETER_THICK_RATIO	TBM_DIAMETER_TUBULE_DIAMETER_RATIO	LUMEN_DIAMETER_TBM_DIAMETER_RATIO	TBM_DIAMETER_TE+LUMEN_DIAMETER_RATIO	TE_THICK_TBM_DIAMETER_RATIO	TE_DIAMETER_TE+LUMEN_DIAMETER_RATIO	TE_DIAMETER_TUBULE_DIAMETER_RATIO	LUMEN_DIAMETER_TE_DIAMETER_RATIO	TE_DIAMETER_TBM_DIAMETER_RATIO	TE_DIAMETER_TBM_THICK_RATIO	NUCLEI_TE_AREA_RATIO	NUCLEI_TE+LUMEN_AREA_RATIO	NUCLEI_TUBULE_AREA_RATIO	LUMEN_NUCLEI_AREA_RATIO	NUCLEI_TBM_AREA_RATIO	NUCLEI_LUMEN_CENT_DIS_MAX	NUCLEI_LUMEN_CENT_DIS_MIN	NUCLEI_LUMEN_CENT_DIS_AVE	NUCLEI_LUMEN_CENT_DIS_STDEV	NUCLEI_TBM_CENT_DIS_MAX	NUCLEI_TBM_CENT_DIS_MIN	NUCLEI_TBM_CENT_DIS_AVE	NUCLEI_TBM_CENT_DIS_STDEV	NUCLEI_LUMEN_BORDER_DISTANCE_MAX	NUCLEI_LUMEN_BORDER_DISTANCE_MIN	NUCLEI_LUMEN_BORDER_DISTANCE_AVE	NUCLEI_LUMEN_BORDER_DISTANCE_STDEV	NUCLEI_TBM_BORDER_DISTANCE_MAX	NUCLEI_TBM_BORDER_DISTANCE_MIN	NUCLEI_TBM_BORDER_DISTANCE_AVE	NUCLEI_TBM_BORDER_DISTANCE_STDEV	NUCLEI_TE_BORDER_DISTANCE_MAX	NUCLEI_TE_BORDER_DISTANCE_MIN	NUCLEI_TE_BORDER_DISTANCE_AVE	NUCLEI_TE_BORDER_DISTANCE_STDEV	NUCLEI_TE_BORDER_CENT_MAX	NUCLEI_TE_BORDER_CENT_MIN	NUCLEI_TE_BORDER_CENT_AVE	NUCLEI_TE_BORDER_CENT_STDEV
0	0_3000_1393_[x=17521,y=19111,w=136,h=224].png	112.7613722	691.3321537	804.0935259	0.514422318	690.8177314	377.9975196	22.22726242	0.621135501	20.41279202	1.242271003	0.866411278	0.975860276	0.083011919	19.49425375	0.866411278	13.48921944	2.713985361	21.22707631	10.83014097	18.76745918	1.110214148	0.621135501	0.433205639	0.52717057	0.046982466	19.49425375	9.097318418	16.94166841	1.108185129	1	1	1	1	0.964542622	0.964542622	0.9411599	0.899799311	0.96227146	0.940076178	0.933046239	0.898823428	6.130930657	6.126368613	0.004562044	0.14023415	0.85976585	0.000744103	0.999255897	0.000639754	0.859126096	0.000744657	0.636500446	0.043903755	20.91774049	13.82290043	0.027944759	0.030428738	0.046046808	0.918367347	0.60687723	0.660821872	0.055889519	0.5	0.060857476	10.8585159	0.955001831	0.877042498	0.031862492	15.69243241	19.97648047	0.547174026	0.546766873	0.470091485	0.001360915	3.352189781	19.96046306	6.577455205	13.79453213	4.624750632	10.45536908	1.01431979	5.797893685	2.737539214	16.74395902	1.134044001	9.682111288	5.248124037	5.78251249	0.320756081	2.1241384	1.798267609	4.502026138	0	1.26047873	1.528234528	9.176651542	0.4536176	4.621920814	2.564825291
0	0_3000_1394_[x=16961,y=18863,w=664,h=1496]_sup_3.png	112.7613722	690.7148469	803.4762191	22.73746647	667.9773804	168.1646559	28.54977922	4.086780613	26.28872362	1.242271003	0.866411278	1.048543821	0.09134743	17.13062614	6.064878945	10.89289703	1.699805827	27.29195525	21.85443438	25.51529439	0.736118796	4.086780613	0.433205639	2.495388888	0.582295498	25.5591327	19.36989237	23.4076642	0.852554611	0.843401139	0.742015375	0.742015375	0.742015375	0.953303728	0.944412938	0.930346302	0.880173775	0.949579813	0.937730231	0.919117806	0.880797563	6.125456204	5.923813869	0.201642336	0.140341891	0.859658109	0.032918746	0.967081254	0.028298867	0.831359242	0.034039276	3.897577316	0.036726863	25.07164992	10.38859493	0.143145787	0.155457552	0.375178486	0.920803044	0.3815405	0.414356253	0.043512456	3.289765763	0.0472549	8.768535208	0.651634001	0.600026572	0.238565746	13.78976576	16.33753954	0.251752022	0.243464661	0.20929637	0.135209544	1.491332117	15.72195675	4.735906786	10.63986698	3.871339859	5.914449903	3.271083035	4.34140043	0.962619461	12.47654574	2.442805537	7.650513923	3.491764174	2.586018202	0.4536176	1.450141618	0.721556034	1.603780406	0.2268088	0.731937533	0.464030207	5.01037016	2.02863958	3.196823851	1.076726032
1	0_3000_1394_[x=16961,y=18863,w=664,h=1496]_sup_5.png	272.1808487	439.5738711	711.7547197	0	439.5738711	231.6958122	21.20117547	0	18.85220793	6.88983643	0.866411278	2.020147388	0.717260908	19.06104811	11.26334661	16.12325189	0.982686002	21.36388282	0.866411278	6.860019237	3.093615009	0	0	0	0	19.06104811	11.26334661	16.12325189	0.982686002	1	1	1	1	0.86492505	0.819677008	0.752815774	0.70195974	0.932819877	0.914214198	0.879773	0.879773	1.615006615	1.615006615	0	0.38240821	0.61759179	0	1	0	0.61759179	0	0	0.095284688	9.332095293	7.981225523	0	0	0	0.889205787	0.760488583	0.855244752	0.324974266	0	0.365465756	2.34015017	1.011077757	0.899056193	0	2.766545811	9.435473979	0.527091867	0.527091867	0.325527609	0	0.851256851	0	0	0	0	7.005418558	0.717232402	3.765077418	2.46828511	0	0	0	0	2.535799476	0.2268088	1.391821755	1.103610327	1.379624071	0	0.752767613	0.547069609	5.78251249	0.641512163	3.013141318	2.216588924
0	0_3000_1395_[x=17465,y=19595,w=144,h=196].png	104.5306151	482.6824614	587.2130765	1.594709187	481.0877522	219.4011188	19.29879313	0.866411278	16.95123241	1.242271003	0.866411278	1.048692962	0.090655015	14.44226215	1.05434114	8.012529781	1.657150694	19.49425375	6.498084584	15.32193013	1.628936946	0.866411278	0.433205639	0.532905162	0.069681433	17.07328023	4.765262028	13.12145978	1.590111326	1	1	1	1	0.952063782	0.940118174	0.927590732	0.879491411	0.948581063	0.936708856	0.882525502	0.882525502	4.61761811	4.602362205	0.015255906	0.178011389	0.821988611	0.003303847	0.996696153	0.002715725	0.819272887	0.003314799	0.826182028	0.054339821	16.16415198	7.640491617	0.044894583	0.051111993	0.108132051	0.878357123	0.415182946	0.472681253	0.064370398	0.697441441	0.073284996	6.449904862	0.851988918	0.748350535	0.059991383	11.62569369	13.77167835	0.456052181	0.454545455	0.373631187	0.007268464	2.098917323	14.90912083	3.58616201	8.057477358	3.639670912	7.429502996	3.961045406	4.909082067	1.129881116	10.94807747	0.641512163	5.018379927	3.270037487	4.586924113	0.962268244	1.94073131	1.125856035	3.63602167	0	0.845746925	1.158620478	6.386993804	2.731139619	3.677377952	1.202738901
1	0_3000_1396_[x=17337,y=19767,w=164,h=268].png	144.8613249	859.9597897	1004.821115	0	859.9597897	313.077423	21.93118169	0	19.50555682	1.487546779	0.866411278	0.961714901	0.079866898	19.46869208	5.631673306	13.68087315	1.578386151	21.46268253	7.364495862	15.72173705	1.586550135	0	0	0	0	19.46869208	5.631673306	13.68087315	1.578386151	1	1	1	1	0.937680987	0.912963924	0.912963924	0.863528072	0.928819103	0.904741557	0.904741557	0.857587851	5.936434659	5.936434659	0	0.144166283	0.855833717	0	1	0	0.855833717	0	0	0.043851486	20.2820574	14.22549775	0	0	0	0.88939835	0.623809211	0.701383369	0.067827936	0	0.076262718	9.19693642	0.998110039	0.887717422	0	13.08778477	20.24372511	0.364060537	0.364060537	0.311575283	0	2.161221591	0	0	0	0	10.34407281	1.322511203	6.080642942	2.885670949	0	0	0	0	7.031072806	0.4536176	3.152978264	2.245279067	5.221530702	0	2.249947529	1.861259263	9.117600926	0.320756081	4.914941671	2.851276754
0	0_1508_270_[x=48649,y=14977,w=343,h=327]_sup_1.png	703.9786176	683.0575409	1387.036159	47.98316592	635.074375	272.0260394	22.81282081	1.685223341	15.60255477	7.843062831	0.435725713	3.696585675	0.753646051	8.483796214	0.435725713	3.66332336	0.997309132	22.96837795	0.435725713	10.41466047	3.431085443	1.685223341	0.435725713	0.784584336	0.164469836	14.81467424	4.792982841	11.22322835	1.049717707	0.772357534	0.772357534	0.772357534	0.43641511	0.832686724	0.789963861	0.749965952	0.726579728	0.924637852	0.920193101	0.920193101	0.920193101	0.970281659	0.902121683	0.068159976	0.507541648	0.492458352	0.070247619	0.929752381	0.034594027	0.457864325	0.075555191	0.455886455	0.162039833	4.22080161	0.991001882	0.073871765	0.108009449	0.460025822	0.683937988	0.160581779	0.23478997	0.343800659	0.214868015	0.502678116	0.467078161	0.543744043	0.371887207	0.198640243	1.081694282	2.295035733	0.428337294	0.398247619	0.196120366	0.176391812	0.38641236	5.721426351	2.601061766	3.487751862	0.884646428	9.35325653	2.103238156	6.38287388	2.191317622	3.226220058	0.228128208	1.119841522	1.064953762	8.013764376	0.645244012	3.975179145	2.415793279	4.388133697	0	1.449549129	1.670568878	6.197366354	1.330204607	3.555313207	1.393989671
0	0_1508_271_[x=48644,y=15154,w=188,h=162].png	330.3136162	292.4266912	622.7403074	49.59648278	242.8302085	111.4749907	20.16512067	2.803377378	12.85087052	4.997990511	0.435725713	2.951113245	0.591504393	9.544270741	0.435725713	3.52599861	1.335457765	20.0913365	0.435725713	9.542957548	2.947614445	2.803377378	0.435725713	1.233702988	0.279779838	12.53667122	1.742902851	7.748004769	1.35752194	0.791772791	0.760832626	0.760832626	0.518614024	0.866384953	0.801550936	0.737975741	0.727251652	0.91503702	0.905204699	0.84898005	0.84898005	0.885300142	0.735150465	0.150149677	0.530419522	0.469580478	0.169603132	0.830396868	0.07964232	0.389938158	0.204243463	0.949938937	0.146347413	4.354584	1.194802882	0.139021106	0.218146885	0.795059127	0.637282104	0.174856311	0.274378191	0.247853241	0.5609009	0.38892233	0.705483254	0.742694491	0.473305908	0.293723581	1.909621621	3.234125548	0.459065581	0.38120662	0.179007187	0.444911298	0.337482275	5.003242204	2.467583855	3.37547161	1.040853413	7.36398421	4.70298349	5.807396669	1.025441722	1.14064104	0.228128208	0.57032052	0.378307835	3.201931983	2.519758416	2.860786429	0.254232129	0.645244012	0	0.3458706	0.250044407	4.26178663	1.530330542	2.881401367	1.050811256
0	0_1508_284_[x=48137,y=8152,w=620,h=490]_sup_1.png	1066.038146	1268.847688	2334.885834	380.3784813	888.4692068	100.3899426	41.28307413	14.03287146	30.19568677	25.61470137	0.435725713	6.165679918	3.679844432	13.77018428	0.435725713	5.524872564	1.91084765	41.23688875	0.435725713	18.27284111	5.708410107	14.03287146	0.435725713	4.419929206	1.768882889	28.75789705	4.357257128	18.40322048	3.501668003	0.6326615	0.596951471	0.557711815	0.518756302	0.890127234	0.862006015	0.857483819	0.813135797	0.926893732	0.919401464	0.892508901	0.860860901	1.190246046	0.833430971	0.356815075	0.456569709	0.543430291	0.299782618	0.700217382	0.162910955	0.380519336	0.428127929	2.275964962	0.149351279	4.897381501	0.896068664	0.339918278	0.464730992	2.539944822	0.73143019	0.133829001	0.182968932	0.62046497	0.54784443	0.848290074	0.215691469	0.456031498	0.333555206	1.019076519	0.537589101	2.233360223	0.112992034	0.079118986	0.042995654	3.78900985	0.09417106	20.26107294	1.839228413	8.746541824	6.994310635	15.73257867	4.882156852	8.89120321	4.197071693	16.93688714	0.228128208	6.132102013	6.436134689	12.84424616	2.601061766	5.694413888	4.201371941	11.77680803	1.163230184	3.93274402	4.529999881	14.75091882	3.60702368	6.828580619	4.595300227
0	0_1508_284_[x=48137,y=8152,w=620,h=490]_sup_2.png	233.982987	1462.341626	1696.324613	598.4364696	863.9051565	80.87401285	33.30671838	20.81545976	31.27372622	4.80896741	0.435725713	1.257401474	0.344766537	13.21909954	0.435725713	5.604265869	1.758371151	32.59603858	0.435725713	18.16496616	4.539773444	20.81545976	0.435725713	7.14754218	2.822670165	30.85313573	5.664434267	19.98547876	3.095426458	0.695245036	0.663057193	0.616126035	0.577272286	0.926613675	0.906318537	0.895719937	0.887016452	0.961007184	0.944789346	0.933473442	0.926167289	6.24977758	3.692170819	2.557606762	0.137935266	0.862064734	0.409231645	0.590768355	0.352784169	0.509280565	0.692710843	16.55434655	0.037752187	24.87171112	4.457021869	0.624962794	0.665589371	3.714217035	0.938961499	0.168262325	0.179200452	0.144384306	4.328467629	0.153770209	1.165378218	0.422690262	0.396889883	1.574650353	2.748843653	10.5130301	0.093614458	0.055304459	0.047676024	7.3996139	0.345640569	7.695735277	5.634351105	6.549397474	0.898924203	6.176336886	2.974427925	4.67032919	1.177268198	5.202123532	2.775299432	3.986443218	0.930563706	4.162949148	0.940596698	2.248275855	1.204394285	2.550550904	0	1.164901339	0.938526228	4.334435953	2.519758416	3.552997999	0.727971059
0	0_1666_895_[x=21761,y=23487,w=1248,h=960]_sup_9.png	115.7500291	805.0211453	920.7711744	151.5919241	653.4292212	157.8363335	30.89526943	6.787537895	28.80559026	1.234097799	0.430355473	1.016045416	0.099509304	9.841207267	0.430355473	5.499029389	1.148021182	30.91901953	12.9106642	24.6070046	2.810947634	6.787537895	0.430355473	2.81043214	0.844046035	28.47621743	11.18924231	21.57574964	2.749173253	0.727065276	0.662959489	0.646668768	0.622036264	0.939625085	0.939625085	0.904990374	0.883591288	0.938457648	0.929207987	0.90342717	0.881292878	6.954824561	5.645175439	1.309649123	0.125709875	0.874290125	0.188308003	0.811691997	0.164635827	0.709654298	0.231994406	6.680348917	0.032886763	28.35069162	5.412188572	0.219695054	0.235632661	1.234315624	0.932362488	0.177989365	0.190901465	0.039944555	5.5	0.042842302	4.45591054	0.341642271	0.318534437	0.689705817	7.974414406	9.685794662	0.241550773	0.196064829	0.171417544	0.96043744	1.363596491	4.534408498	3.605065116	4.153941893	0.342672763	6.054269227	2.937768647	4.753074833	1.08519567	1.511469499	0.901266279	1.217218322	0.227067758	2.75033924	0.45063314	1.638181453	0.785017647	1.511469499	0	0.675660728	0.533562468	4.779686232	2.35237405	3.654835178	0.880833458
